,Unnamed: 0,time_s,value
0,0,0.0,0.0
1,1,0.0020833333333333,0.0
2,2,0.0041666666666666,0.0
3,3,0.00625,0.0
4,4,0.0083333333333333,0.0
5,5,0.0104166666666666,0.0
6,6,0.0125,0.0
7,7,0.0145833333333333,0.0
8,8,0.0166666666666666,0.0
9,9,0.01875,0.0
10,10,0.0208333333333333,0.0
11,11,0.0229166666666666,0.0
12,12,0.025,0.0
13,13,0.0270833333333333,0.0
14,14,0.0291666666666666,0.0
15,15,0.03125,0.0
16,16,0.0333333333333333,0.0
17,17,0.0354166666666666,0.0
18,18,0.0375,0.0
19,19,0.0395833333333333,0.0
20,20,0.0416666666666666,0.0
21,21,0.04375,0.0
22,22,0.0458333333333333,0.0
23,23,0.0479166666666666,0.0
24,24,0.05,0.0
25,25,0.0520833333333333,0.0
26,26,0.0541666666666666,0.0
27,27,0.05625,0.0
28,28,0.0583333333333333,0.0
29,29,0.0604166666666666,0.0
30,30,0.0625,0.0
31,31,0.0645833333333333,0.0
32,32,0.0666666666666666,0.0
33,33,0.06875,0.0
34,34,0.0708333333333333,0.0
35,35,0.0729166666666666,0.0
36,36,0.075,6.199257046568628e-06
37,37,0.0770833333333333,1.2099322150735296e-05
38,38,0.0791666666666666,1.913631663602941e-05
39,39,0.08125,3.076491013071896e-05
40,40,0.0833333333333333,5.013260186887255e-05
41,41,0.0854166666666666,5.0970339307598045e-05
42,42,0.0875,7.733912249795752e-05
43,43,0.0895833333333333,0.0001255090252246
44,44,0.0916666666666666,0.0001541037964665
45,45,0.09375,0.0002029000076593
46,46,0.0958333333333333,0.0002433627259497
47,47,0.0979166666666666,0.0003386733111213
48,48,0.1,0.000444962245966
49,49,0.1020833333333333,0.0005259874131944
50,50,0.1041666666666666,0.0006254029118157
51,51,0.10625,0.0007217427172691
52,52,0.1083333333333333,0.0009225563597834
53,53,0.1104166666666666,0.0011169912300857
54,54,0.1125,0.0011935763888888
55,55,0.1145833333333333,0.0012805774165134
56,56,0.1166666666666666,0.001263898463031
57,57,0.11875,0.0014334246068218
58,58,0.1208333333333333,0.0014767276539522
59,59,0.1229166666666666,0.0015246661815767
60,60,0.125,0.0015459008310355
61,61,0.1270833333333333,0.0016162149267258
62,62,0.1291666666666666,0.0016862657335069
63,63,0.13125,0.0018235748889399
64,64,0.1333333333333333,0.0018954168581495
65,65,0.1354166666666666,0.0020234071818831
66,66,0.1375,0.002164857153799
67,67,0.1395833333333333,0.0022473982268688
68,68,0.1416666666666666,0.0023521712558721
69,69,0.14375,0.0024573272505616
70,70,0.1458333333333333,0.0025341956444035
71,71,0.1479166666666666,0.0025520833333333
72,72,0.15,0.002505588905484
73,73,0.1520833333333333,0.0025661972145629
74,74,0.1541666666666666,0.0026678785934946
75,75,0.15625,0.0027555019403594
76,76,0.1583333333333333,0.002758039088031
77,77,0.1604166666666666,0.0027563556347017
78,78,0.1625,0.0026945744932087
79,79,0.1645833333333333,0.0025975086486417
80,80,0.1666666666666666,0.0025506033305249
81,81,0.16875,0.0025715946372038
82,82,0.1708333333333333,0.0025080741932189
83,83,0.1729166666666666,0.0024266102111417
84,84,0.175,0.0023793219273386
85,85,0.1770833333333333,0.0022894366893892
86,86,0.1791666666666666,0.0021667919283598
87,87,0.18125,0.0021199304917279
