,time_s,r,g,b
0,0.0,0.0,0.0,0.0
1,0.0020833333333333333,0.0,0.0,0.0
2,0.004166666666666667,0.0,0.0,0.0
3,0.00625,0.0,0.0,0.0
4,0.008333333333333333,0.0,0.0,0.0
5,0.010416666666666666,0.0,0.0,0.0
6,0.0125,0.0,0.0,0.0
7,0.014583333333333334,0.0,0.0,0.0
8,0.016666666666666666,0.0,0.0,0.0
9,0.01875,0.0,0.0,0.0
10,0.020833333333333332,2.0145590788398693e-06,6.1513863357843146e-06,4.236557904411765e-06
11,0.022916666666666665,1.3898463031045753e-05,4.177916283700981e-05,2.8495040594362748e-05
12,0.025,3.325019786560458e-05,0.00012609544143178105,8.132036994485295e-05
13,0.027083333333333334,7.128347758374184e-05,0.0002726037517871732,0.0001772891773897059
14,0.029166666666666667,0.00014168134701797387,0.0005466276679942811,0.0003462448618770425
15,0.03125,0.00024601556117238567,0.0009139715456495099,0.0005883071001838236
16,0.03333333333333333,0.0003391520182291667,0.0014637866051368466,0.0008877224392361112
17,0.035416666666666666,0.00046506395526960787,0.0019372518701491015,0.0011975456686580883
18,0.0375,0.0005631111494076798,0.00245510924096201,0.0014916673049428107
19,0.03958333333333333,0.0007092803755616831,0.0032227320452920755,0.001934738657832925
20,0.041666666666666664,0.0008128805721507354,0.004077216254340278,0.0023258503433925657
21,0.04375,0.000940954669628268,0.004550821142258988,0.002674807878880719
22,0.04583333333333333,0.0009702156415951798,0.004965999827665442,0.0028685725592320264
23,0.04791666666666667,0.0010668546389910132,0.005410854364532272,0.003133532954197304
24,0.05,0.0010757745481004904,0.005856275371476716,0.003284836314082925
25,0.052083333333333336,0.0011629112094056373,0.006003988428053514,0.0034596122791564544
26,0.05416666666666667,0.001180020999285131,0.006223950354881536,0.00351632710375817
27,0.05625,0.0011684203303717322,0.006092166277318219,0.0034597798266441998
28,0.058333333333333334,0.0011460168377246734,0.005911478279462827,0.003413540709252451
29,0.06041666666666667,0.0011038188061683009,0.005676030177696079,0.003252922506893383
30,0.0625,0.0010799033969056374,0.005296459322661357,0.0031198299632352942
31,0.06458333333333334,0.0010309595843545753,0.005025187972324347,0.002962490904564951
32,0.06666666666666667,0.0009595364838643792,0.004717766256893382,0.002780494440614788
33,0.06875,0.0009385371987336602,0.004327161203022877,0.0026112914241217325
34,0.07083333333333333,0.0008855004404105393,0.003930775760825163,0.0023944530611723857
35,0.07291666666666667,0.0008392693014705883,0.0035674091413909316,0.0022003732319750818
36,0.075,0.0007162854562397877,0.003109513825061275,0.0019031759025224676
37,0.07708333333333334,0.0006744823580473857,0.0027841366038602942,0.0017460801866319446
38,0.07916666666666666,0.0005864680670445262,0.002459070542279412,0.0015393225975285948
39,0.08125,0.0005660312627655229,0.0023230339499080883,0.0014718687768075982
40,0.08333333333333333,0.0005222255731719772,0.002208303813061683,0.0013737577550551473
41,0.08541666666666667,0.0005103416692197713,0.002078618068321079,0.001312515159058415
42,0.0875,0.000536694495506536,0.0021667081546160134,0.001355032328686683
43,0.08958333333333333,0.0005480917138991014,0.0022882798138786765,0.001428095001021242
44,0.09166666666666666,0.0005630991817299837,0.002483221315870098,0.0015299678627961602
45,0.09375,0.0006277046951593138,0.0026550013722937095,0.0016557361877042485
46,0.09583333333333334,0.0006686062282986112,0.0028932738459967323,0.001784344841452206
47,0.09791666666666667,0.000724527196946487,0.0032239527484170757,0.0019518045662275329
48,0.1,0.0007702038334865197,0.0034679657181883173,0.0020867241753472223
49,0.10208333333333333,0.0008196303423713236,0.0035790257672079252,0.0021951952167585786
50,0.10416666666666667,0.0008207074333639706,0.0036666890063317,0.0022259282130821082
51,0.10625,0.0008398796530330883,0.003651442184946896,0.002226450801674837
52,0.10833333333333334,0.0008464778326695262,0.003638884101817811,0.0022338707618464056
53,0.11041666666666666,0.0008064778645833334,0.003469517527062909,0.002114908056321487
54,0.1125,0.0007761278339460785,0.003293668460222631,0.0020381673177083336
55,0.11458333333333333,0.0007206736047283498,0.003148197348600899,0.001916128919015523
56,0.11666666666666667,0.0007098947163500818,0.0028719873366013075,0.0017906797321793303
57,0.11875,0.0006004463145935458,0.0026000816993464056,0.0016148825252757354
58,0.12083333333333333,0.0005500344669117648,0.0022362762650633174,0.0014083762574040033
59,0.12291666666666666,0.0005227002910539216,0.002093509848600899,0.0013324932023590687
60,0.125,0.000483645769505719,0.0020041312423406863,0.0012730537364685458
61,0.12708333333333333,0.00046597748800040854,0.001960309595843546,0.0012226937487234478
62,0.12916666666666668,0.0004801153045853759,0.001919180676828023,0.0012048898335375818
63,0.13125,0.00047863530177696083,0.001984189102073121,0.0012321801279105394
64,0.13333333333333333,0.0004991479013480393,0.00215335222630719,0.001325659658394608
65,0.13541666666666666,0.0005400135314542484,0.002380662307240605,0.001458624546823938
66,0.1375,0.0005797143075980393,0.002686308817146651,0.0016160553576899511
67,0.13958333333333334,0.0006581903594771243,0.0029702140459048204,0.0017782253689236113
68,0.14166666666666666,0.0007246588414011438,0.0032824587354473044,0.0019617576848447713
69,0.14375,0.000735577352685866,0.003488071416717729,0.0020735956329146245
70,0.14583333333333334,0.0008031947316687093,0.0038547849966809643,0.0022696900211907683
71,0.14791666666666667,0.000806509778390523,0.0038239163666768795,0.0022665145973754085
72,0.15,0.0008124736711090687,0.003909329682393791,0.0023206603604983664
73,0.15208333333333332,0.0008216129876429739,0.0038663936440461607,0.002301264744178922
74,0.15416666666666667,0.0007736385569852941,0.003692938112745098,0.0022016976549734477
75,0.15625,0.000772848690257353,0.003578886144301471,0.002144141103707108
76,0.15833333333333333,0.0007243676279105393,0.003328566208384396,0.001999463848039216
77,0.16041666666666668,0.0006903116064133988,0.0030638292100694446,0.0018436008029513891
78,0.1625,0.0006399436402165033,0.002825907788245507,0.0017027372472426473
79,0.16458333333333333,0.000586743323631536,0.0025184900620404413,0.0015421469694648694
80,0.16666666666666666,0.0005429894939746732,0.0022281302657781864,0.0014115038105085786
81,0.16875,0.00045130112591911767,0.0018702089396956702,0.0011781141493055556
82,0.17083333333333334,0.0004211505565767974,0.0016660044551674838,0.0010829631331699347
83,0.17291666666666666,0.0003768182891646242,0.0015274426828022877,0.0009686598434946896
84,0.175,0.00034667569827410137,0.001316659964767157,0.0008612898284313727
85,0.17708333333333334,0.0003071823618770425,0.001133099724264706,0.0007566085516237746
86,0.17916666666666667,0.0002949354383680556,0.0010391414866727942,0.0006985254225388073
