,Unnamed: 0,time_s,value
0,0,0.0,0.0
1,1,0.0020833333333333,0.0
2,2,0.0041666666666666,0.0
3,3,0.00625,0.0
4,4,0.0083333333333333,0.0
5,5,0.0104166666666666,0.0
6,6,0.0125,0.0
7,7,0.0145833333333333,0.0
8,8,0.0166666666666666,0.0
9,9,0.01875,0.0
10,10,0.0208333333333333,0.0
11,11,0.0229166666666666,0.0
12,12,0.025,0.0
13,13,0.0270833333333333,2.374387254901961e-05
14,14,0.0291666666666666,5.170435687295752e-05
15,15,0.03125,0.0001768583409926
16,16,0.0333333333333333,0.0003189465890522
17,17,0.0354166666666666,0.0006064022288602
18,18,0.0375,0.0009663740170547
19,19,0.0395833333333333,0.0013395660998774
20,20,0.0416666666666666,0.0017326644199346
21,21,0.04375,0.0023249048968545
22,22,0.0458333333333333,0.0029093584048202
23,23,0.0479166666666666,0.0035269504123263
24,24,0.05,0.004056001551011
25,25,0.0520833333333333,0.0045491217320261
26,26,0.0541666666666666,0.005182906007455
27,27,0.05625,0.0057757329005821
28,28,0.0583333333333333,0.0059744841133067
29,29,0.0604166666666666,0.0063298882378472
30,30,0.0625,0.0066000705295138
31,31,0.0645833333333333,0.0068481684666053
32,32,0.0666666666666666,0.0067473008897569
33,33,0.06875,0.0067530174504697
34,34,0.0708333333333333,0.00665212194904
35,35,0.0729166666666666,0.0065476880042381
36,36,0.075,0.0064669779858558
37,37,0.0770833333333333,0.006224480921926
38,38,0.0791666666666666,0.0059955512152777
39,39,0.08125,0.0058537741268382
40,40,0.0833333333333333,0.0055432248583026
41,41,0.0854166666666666,0.0052525539024203
42,42,0.0875,0.0050820344413807
43,43,0.0895833333333333,0.0048977042802798
44,44,0.0916666666666666,0.0047872306474673
45,45,0.09375,0.0046598426968443
46,46,0.0958333333333333,0.0046140663296568
47,47,0.0979166666666666,0.0046105278862847
48,48,0.1,0.0045478571474162
49,49,0.1020833333333333,0.0046517924389808
50,50,0.1041666666666666,0.0046665406071282
51,51,0.10625,0.0046968507455065
52,52,0.1083333333333333,0.0046751932381025
53,53,0.1104166666666666,0.0047609456380208
54,54,0.1125,0.0048083895016339
55,55,0.1145833333333333,0.0047404968660641
56,56,0.1166666666666666,0.0048074640012254
57,57,0.11875,0.0047425154143688
58,58,0.1208333333333333,0.0045004850898692
59,59,0.1229166666666666,0.004409845888225
60,60,0.125,0.0042171064389297
61,61,0.1270833333333333,0.0040053463605494
62,62,0.1291666666666666,0.003794220569087
63,63,0.13125,0.0036535524854473
64,64,0.1333333333333333,0.0034631387548508
65,65,0.1354166666666666,0.0033568857230392
66,66,0.1375,0.0032286959380106
67,67,0.1395833333333333,0.0030957509957107
68,68,0.1416666666666666,0.0030359485102634
69,69,0.14375,0.0031208751404207
70,70,0.1458333333333333,0.0032239487591911
71,71,0.1479166666666666,0.0033137143203635
72,72,0.15,0.0036010303372651
73,73,0.1520833333333333,0.0035926928551368
74,74,0.1541666666666666,0.0037751879723243
75,75,0.15625,0.0039166898041768
76,76,0.1583333333333333,0.0040285038168913
77,77,0.1604166666666666,0.0041736956827001
78,78,0.1625,0.0042849950852736
79,79,0.1645833333333333,0.0043409958384395
80,80,0.1666666666666666,0.0042971342996834
81,81,0.16875,0.0042534841898999
82,82,0.1708333333333333,0.004244069616779
