,Unnamed: 0,time_s,value
0,0,0.0,0.0
1,1,0.0020833333333333,0.0
2,2,0.0041666666666666,0.0
3,3,0.00625,0.0
4,4,0.0083333333333333,0.0
5,5,0.0104166666666666,0.0
6,6,0.0125,0.0
7,7,0.0145833333333333,0.0
8,8,0.0166666666666666,0.0
9,9,0.01875,0.0
10,10,0.0208333333333333,0.0
11,11,0.0229166666666666,6.2710631127450985e-06
12,12,0.025,2.2942038143382355e-05
13,13,0.0270833333333333,6.417467703227124e-05
14,14,0.0291666666666666,0.0002069969426572
15,15,0.03125,0.0004017389833537
16,16,0.0333333333333333,0.0006141652624591
17,17,0.0354166666666666,0.0009422352111417
18,18,0.0375,0.0012728981566584
19,19,0.0395833333333333,0.0018168171402675
20,20,0.0416666666666666,0.0023269553589665
21,21,0.04375,0.0029307685802185
22,22,0.0458333333333333,0.0034882309857536
23,23,0.0479166666666666,0.0041595658445669
24,24,0.05,0.0048874280343647
25,25,0.0520833333333333,0.0053801931742749
26,26,0.0541666666666666,0.0058642618017258
27,27,0.05625,0.0063305384816687
28,28,0.0583333333333333,0.006763521082261
29,29,0.0604166666666666,0.0071441969528696
30,30,0.0625,0.0073558932036356
31,31,0.0645833333333333,0.0075151071984783
32,32,0.0666666666666666,0.0075270988115298
33,33,0.06875,0.0075955419602736
34,34,0.0708333333333333,0.0075742434832005
35,35,0.0729166666666666,0.0074981011284722
36,36,0.075,0.007330477845435
37,37,0.0770833333333333,0.0071641351039113
38,38,0.0791666666666666,0.0069018036088133
39,39,0.08125,0.0066749802134395
40,40,0.0833333333333333,0.006443146350337
41,41,0.0854166666666666,0.0060665594362745
42,42,0.0875,0.0058591555925755
43,43,0.0895833333333333,0.0056264640459048
44,44,0.0916666666666666,0.0054959246068218
45,45,0.09375,0.0050829001034007
46,46,0.0958333333333333,0.0049970240374795
47,47,0.0979166666666666,0.0050175246693729
48,48,0.1,0.0050717661739174
49,49,0.1020833333333333,0.0049870908649918
50,50,0.1041666666666666,0.0050711239085477
51,51,0.10625,0.005204092786203
52,52,0.1083333333333333,0.0053756893382352
53,53,0.1104166666666666,0.0054709041819852
54,54,0.1125,0.005587983972886
55,55,0.1145833333333333,0.0055878403607536
56,56,0.1166666666666666,0.005660555970435
57,57,0.11875,0.0056508461945976
58,58,0.1208333333333333,0.0056631569457209
59,59,0.1229166666666666,0.0057331439248876
60,60,0.125,0.0056243856592116
61,61,0.1270833333333333,0.0054736008986928
62,62,0.1291666666666666,0.005393812391493
63,63,0.13125,0.0053160065295649
64,64,0.1333333333333333,0.0052144567950878
65,65,0.1354166666666666,0.0051143471711601
66,66,0.1375,0.0051009513505923
67,67,0.1395833333333333,0.0051398303462009
68,68,0.1416666666666666,0.0051561343124489
69,69,0.14375,0.0053712373621323
70,70,0.1458333333333333,0.0055666336358762
71,71,0.1479166666666666,0.0056369995915032
72,72,0.15,0.0057638649535334
73,73,0.1520833333333333,0.0059173145169526
74,74,0.1541666666666666,0.0059001408994587
75,75,0.15625,0.0060381561478758
76,76,0.1583333333333333,0.0059303951886744
77,77,0.1604166666666666,0.0060511610243055
78,78,0.1625,0.006006605360243
79,79,0.1645833333333333,0.0058447145948223
80,80,0.1666666666666666,0.0058016668581495
81,81,0.16875,0.0057136405994689
