,Unnamed: 0,time_s,value
0,0,0.0,0.0
1,1,0.0020833333333333,0.0
2,2,0.0041666666666666,0.0
3,3,0.00625,0.0
4,4,0.0083333333333333,0.0
5,5,0.0104166666666666,0.0
6,6,0.0125,0.0
7,7,0.0145833333333333,0.0
8,8,0.0166666666666666,0.0
9,9,0.01875,0.0
10,10,0.0208333333333333,0.0
11,11,0.0229166666666666,0.0
12,12,0.025,0.0
13,13,0.0270833333333333,6.203246272467321e-06
14,14,0.0291666666666666,1.2968973396650328e-05
15,15,0.03125,2.5112177032271244e-05
16,16,0.0333333333333333,0.0001099869472528
17,17,0.0354166666666666,0.000175701465482
18,18,0.0375,0.0004047149458741
19,19,0.0395833333333333,0.000707493202359
20,20,0.0416666666666666,0.0011473452499489
21,21,0.04375,0.0014984090967116
22,22,0.0458333333333333,0.0020223859400531
23,23,0.0479166666666666,0.0026313253165849
24,24,0.05,0.0033342029845792
25,25,0.0520833333333333,0.0039000547321793
26,26,0.0541666666666666,0.0045016299977022
27,27,0.05625,0.005150537428513
28,28,0.0583333333333333,0.0057668808083129
29,29,0.0604166666666666,0.006266064612694
30,30,0.0625,0.0066462059270322
31,31,0.0645833333333333,0.0070630999795751
32,32,0.0666666666666666,0.0072311221852022
33,33,0.06875,0.0073691134982638
34,34,0.0708333333333333,0.0072870670892054
35,35,0.0729166666666666,0.0071212389578227
36,36,0.075,0.0067842171862234
37,37,0.0770833333333333,0.0064559557546977
38,38,0.0791666666666666,0.00612320245481
39,39,0.08125,0.0057476926317401
40,40,0.0833333333333333,0.0051638973460477
41,41,0.0854166666666666,0.0047993898080065
42,42,0.0875,0.0045029025607638
43,43,0.0895833333333333,0.0042938910590277
44,44,0.0916666666666666,0.0037751520692912
45,45,0.09375,0.0034684045330371
46,46,0.0958333333333333,0.0032486739813112
47,47,0.0979166666666666,0.003184654884089
48,48,0.1,0.0030547577103758
49,49,0.1020833333333333,0.0029667633655024
50,50,0.1041666666666666,0.0030368460860906
51,51,0.10625,0.0031676009433721
52,52,0.1083333333333333,0.0033462703929227
53,53,0.1104166666666666,0.0036599113115298
54,54,0.1125,0.0038752457363153
55,55,0.1145833333333333,0.0041117549721711
56,56,0.1166666666666666,0.0041839240579044
57,57,0.11875,0.0043625735613255
58,58,0.1208333333333333,0.004418981215533
59,59,0.1229166666666666,0.0043342500574448
60,60,0.125,0.0043028867634293
61,61,0.1270833333333333,0.0042975691253063
62,62,0.1291666666666666,0.0041257172628165
63,63,0.13125,0.00399256488077
64,64,0.1333333333333333,0.0039085398156658
65,65,0.1354166666666666,0.0037900917202818
66,66,0.1375,0.0036968315972222
67,67,0.1395833333333333,0.0037152139501633
68,68,0.1416666666666666,0.0038918847975388
69,69,0.14375,0.003967400843801
70,70,0.1458333333333333,0.0040426974826388
71,71,0.1479166666666666,0.0043086192810457
72,72,0.15,0.0045203913271037
73,73,0.1520833333333333,0.0047846575967626
74,74,0.1541666666666666,0.0050555778952205
75,75,0.15625,0.0053426824831495
76,76,0.1583333333333333,0.0052983063342524
77,77,0.1604166666666666,0.0052977917241115
78,78,0.1625,0.0052699908088235
79,79,0.1645833333333333,0.0052913810380923
80,80,0.1666666666666666,0.0050783324397467
81,81,0.16875,0.0046890398411968
82,82,0.1708333333333333,0.0043593542560253
