Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Quartile,74,159.70833333333334,98.91666666666667,43.208333333333336,HFNL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,1003,21,0.020937188434695914,6,15,1003,20,0.019940179461615155,14,6
Quartile,74,158.5,101,43.29166666666667,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,1003,18,0.01794616151545364,10,8,1003,18,0.01794616151545364,8,10
Quartile,74,155.70833333333331,99,41.41666666666667,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,1003,26,0.0259222333000997,15,11,1003,24,0.023928215353938187,9,15
Quartile,74,156.5,100.91666666666667,44.708333333333336,HFNL,142,1,0.007042253521126761,0,1,142,0,0,0,0
,,,,,,1003,15,0.014955134596211365,7,8,1003,14,0.013958125623130608,7,7
Quartile,74,158.58333333333331,97.41666666666666,42.666666666666664,HFNL,142,6,0.04225352112676056,2,4,142,6,0.04225352112676056,4,2
,,,,,,1003,17,0.01694915254237288,3,14,1003,16,0.015952143569292122,13,3
Quartile,74,158,98,42.25,HFNL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,1003,16,0.015952143569292122,4,12,1003,14,0.013958125623130608,11,3
Quartile,74,156.29166666666666,100,42.25,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,1003,15,0.014955134596211365,6,9,1003,14,0.013958125623130608,9,5
Quartile,74,159.41666666666669,101.79166666666666,42.208333333333336,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,1003,22,0.02193419740777667,14,8,1003,21,0.020937188434695914,7,14
Quartile,74,159.70833333333331,98.5,42.5,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,1003,18,0.01794616151545364,7,11,1003,16,0.015952143569292122,9,7
Quartile,74,155.91666666666669,100,42,HFNL,142,2,0.014084507042253521,0,2,142,2,0.014084507042253521,2,0
,,,,,,1003,22,0.02193419740777667,8,14,1003,20,0.019940179461615155,12,8
Quartile,74,151.5,101.79166666666666,44,HFNL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,1003,18,0.01794616151545364,8,10,1003,16,0.015952143569292122,9,7
Quartile,74,159,99.79166666666666,43.5,HFNL,142,1,0.007042253521126761,0,1,142,1,0.007042253521126761,1,0
,,,,,,1003,16,0.015952143569292122,6,10,1003,15,0.014955134596211365,9,6
Quartile,74,157.33333333333334,102,42.08333333333333,HFNL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,1003,17,0.01694915254237288,9,8,1003,15,0.014955134596211365,7,8
Quartile,74,154,100,42.625,HFNL,142,5,0.035211267605633804,2,3,142,5,0.035211267605633804,3,2
,,,,,,1003,20,0.019940179461615155,10,10,1003,18,0.01794616151545364,10,8
Quartile,74,156.91666666666669,97.70833333333334,40,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,1003,14,0.013958125623130608,5,9,1003,14,0.013958125623130608,9,5
Quartile,74,156.20833333333334,99.79166666666666,42.91666666666667,HFNL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,1003,11,0.010967098703888335,5,6,1003,10,0.009970089730807577,6,4
Quartile,74,153.70833333333331,98.16666666666666,42.541666666666664,HFNL,142,6,0.04225352112676056,2,4,142,5,0.035211267605633804,3,2
,,,,,,1003,14,0.013958125623130608,4,10,1003,13,0.01296111665004985,10,3
Quartile,74,155,101.5,42.5,HFNL,142,3,0.02112676056338028,1,2,142,2,0.014084507042253521,1,1
,,,,,,1003,10,0.009970089730807577,9,1,1003,10,0.009970089730807577,1,9
Quartile,74,156,102.20833333333334,42.041666666666664,HFNL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,1003,20,0.019940179461615155,16,4,1003,20,0.019940179461615155,4,16
Quartile,74,158.5,102.375,42.958333333333336,HFNL,142,2,0.014084507042253521,1,1,142,1,0.007042253521126761,0,1
,,,,,,1003,19,0.018943170488534396,14,5,1003,19,0.018943170488534396,5,14
Quartile,74,158.08333333333331,101.29166666666666,44.458333333333336,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,1003,21,0.020937188434695914,10,11,1003,19,0.018943170488534396,9,10
Quartile,74,156,99.91666666666667,44.458333333333336,HFNL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,1003,17,0.01694915254237288,12,5,1003,17,0.01694915254237288,5,12
Quartile,74,157.5,99.79166666666666,43.208333333333336,HFNL,142,1,0.007042253521126761,0,1,142,1,0.007042253521126761,1,0
,,,,,,1003,16,0.015952143569292122,5,11,1003,15,0.014955134596211365,10,5
Quartile,74,157.875,97.08333333333333,42.208333333333336,HFNL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,1003,20,0.019940179461615155,4,16,1003,19,0.018943170488534396,15,4
Quartile,74,156.70833333333331,101.125,44.708333333333336,HFNL,142,5,0.035211267605633804,5,0,142,4,0.028169014084507043,0,4
,,,,,,1003,24,0.023928215353938187,14,10,1003,22,0.02193419740777667,8,14
Quartile,74,158.41666666666669,98.70833333333334,42.5,HFNL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,1003,19,0.018943170488534396,7,12,1003,16,0.015952143569292122,9,7
