Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Quartile,72,186.45833333333331,128.375,63.958333333333336,HNFL,142,16,0.11267605633802817,8,8,142,16,0.11267605633802817,8,8
,,,,,,1004,115,0.1145418326693227,46,69,1004,115,0.1145418326693227,69,46
Quartile,72,187.5,125.5,66.66666666666667,HNFL,142,16,0.11267605633802817,8,8,142,16,0.11267605633802817,8,8
,,,,,,1004,116,0.11553784860557768,72,44,1004,116,0.11553784860557768,44,72
Quartile,72,186.5,127.91666666666667,65.04166666666667,HNFL,142,14,0.09859154929577464,6,8,142,14,0.09859154929577464,8,6
,,,,,,1004,116,0.11553784860557768,52,64,1004,116,0.11553784860557768,64,52
Quartile,72,189.83333333333334,127.08333333333334,64.875,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1004,123,0.12250996015936255,60,63,1004,125,0.12450199203187251,63,62
Quartile,72,185.875,123.5,65.91666666666667,HNFL,142,15,0.1056338028169014,7,8,142,15,0.1056338028169014,8,7
,,,,,,1004,115,0.1145418326693227,73,42,1004,116,0.11553784860557768,42,74
Quartile,72,182.41666666666669,126.79166666666666,66.91666666666667,HNFL,142,16,0.11267605633802817,8,8,142,16,0.11267605633802817,8,8
,,,,,,1004,109,0.10856573705179283,51,58,1004,109,0.10856573705179283,58,51
Quartile,72,186.70833333333331,126.58333333333334,64.91666666666667,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1004,122,0.12151394422310757,63,59,1004,122,0.12151394422310757,59,63
Quartile,72,185.29166666666666,127.70833333333334,67.16666666666667,HNFL,142,23,0.1619718309859155,13,10,142,23,0.1619718309859155,10,13
,,,,,,1004,131,0.13047808764940239,62,69,1004,131,0.13047808764940239,69,62
Quartile,72,186.5,125.70833333333334,66.5,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1004,127,0.12649402390438247,66,61,1004,128,0.12749003984063745,61,67
Quartile,72,182.70833333333334,125.5,65.25,HNFL,142,20,0.14084507042253522,10,10,142,20,0.14084507042253522,10,10
,,,,,,1004,100,0.099601593625498,56,44,1004,100,0.099601593625498,44,56
Quartile,72,187.70833333333331,126.70833333333334,64.625,HNFL,142,10,0.07042253521126761,5,5,142,10,0.07042253521126761,5,5
,,,,,,1004,112,0.11155378486055777,51,61,1004,112,0.11155378486055777,61,51
Quartile,72,182.29166666666666,125.29166666666666,67.08333333333333,HNFL,142,19,0.13380281690140844,9,10,142,19,0.13380281690140844,10,9
,,,,,,1004,107,0.10657370517928287,58,49,1004,107,0.10657370517928287,49,58
Quartile,72,183.08333333333331,128.08333333333331,66.5,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1004,109,0.10856573705179283,43,66,1004,109,0.10856573705179283,66,43
Quartile,72,188.91666666666669,128.125,66.79166666666667,HNFL,142,13,0.09154929577464789,6,7,142,13,0.09154929577464789,7,6
,,,,,,1004,128,0.12749003984063745,61,67,1004,128,0.12749003984063745,67,61
Quartile,72,181,125.91666666666667,64.54166666666667,HNFL,142,22,0.15492957746478872,11,11,142,22,0.15492957746478872,11,11
,,,,,,1004,115,0.1145418326693227,64,51,1004,115,0.1145418326693227,51,64
Quartile,72,184.91666666666669,129.79166666666666,67.58333333333333,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1004,103,0.10258964143426295,35,68,1004,103,0.10258964143426295,68,35
