Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Quartile,71,210.70833333333334,139.625,69.54166666666667,HNFL,142,7,0.04929577464788732,4,3,142,7,0.04929577464788732,3,4
,,,,,,1004,68,0.06772908366533864,32,36,1004,68,0.06772908366533864,36,32
Quartile,71,210.70833333333331,139.58333333333331,70.5,HNFL,142,7,0.04929577464788732,5,2,142,7,0.04929577464788732,2,5
,,,,,,1004,56,0.055776892430278883,26,30,1004,56,0.055776892430278883,30,26
Quartile,71,206.20833333333334,139.625,68.5,HNFL,142,8,0.056338028169014086,3,5,142,8,0.056338028169014086,5,3
,,,,,,1004,59,0.05876494023904383,30,29,1004,59,0.05876494023904383,29,30
Quartile,71,207.41666666666669,138.20833333333331,69.70833333333334,HNFL,142,4,0.028169014084507043,3,1,142,4,0.028169014084507043,1,3
,,,,,,1004,73,0.07270916334661355,40,33,1004,73,0.07270916334661355,33,40
Quartile,71,210.79166666666669,139.5,70.33333333333333,HNFL,142,7,0.04929577464788732,5,2,142,7,0.04929577464788732,2,5
,,,,,,1004,62,0.061752988047808766,31,31,1004,62,0.061752988047808766,31,31
Quartile,71,207.20833333333331,139.20833333333331,66.75,HNFL,142,9,0.06338028169014084,4,5,142,9,0.06338028169014084,5,4
,,,,,,1004,58,0.05776892430278884,30,28,1004,58,0.05776892430278884,28,30
Quartile,71,209.20833333333331,139.5,69.83333333333333,HNFL,142,8,0.056338028169014086,3,5,142,8,0.056338028169014086,5,3
,,,,,,1004,58,0.05776892430278884,30,28,1004,58,0.05776892430278884,28,30
Quartile,71,208.20833333333334,140,67.08333333333333,HNFL,142,7,0.04929577464788732,2,5,142,7,0.04929577464788732,5,2
,,,,,,1004,54,0.053784860557768925,26,28,1004,55,0.054780876494023904,29,26
Quartile,71,208.79166666666666,136.70833333333334,68.375,HNFL,142,8,0.056338028169014086,2,6,142,9,0.06338028169014084,6,3
,,,,,,1004,55,0.054780876494023904,39,16,1004,56,0.055776892430278883,17,39
Quartile,71,203.70833333333331,138.70833333333334,69.625,HNFL,142,10,0.07042253521126761,5,5,142,10,0.07042253521126761,5,5
,,,,,,1004,47,0.046812749003984064,24,23,1004,48,0.04780876494023904,24,24
Quartile,71,208,138.5,70.25,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,1004,62,0.061752988047808766,33,29,1004,62,0.061752988047808766,29,33
Quartile,71,207.79166666666666,139.70833333333334,70.125,HNFL,142,6,0.04225352112676056,3,3,142,6,0.04225352112676056,3,3
,,,,,,1004,62,0.061752988047808766,26,36,1004,62,0.061752988047808766,36,26
Quartile,71,209.5,142,66.70833333333334,HNFL,142,7,0.04929577464788732,5,2,142,7,0.04929577464788732,2,5
,,,,,,1004,54,0.053784860557768925,22,32,1004,54,0.053784860557768925,32,22
Quartile,71,212,139.625,70,HNFL,142,8,0.056338028169014086,4,4,142,8,0.056338028169014086,4,4
,,,,,,1004,64,0.06374501992031872,30,34,1004,65,0.0647410358565737,34,31
Quartile,71,210.5,142.70833333333331,72.29166666666667,HNFL,142,6,0.04225352112676056,1,5,142,6,0.04225352112676056,5,1
,,,,,,1004,60,0.05976095617529881,26,34,1004,61,0.060756972111553786,34,27
Quartile,71,205.5,139.5,69.41666666666667,HNFL,142,6,0.04225352112676056,4,2,142,6,0.04225352112676056,2,4
,,,,,,1004,60,0.05976095617529881,31,29,1004,61,0.060756972111553786,30,31
Quartile,71,209.25,138.5,70.45833333333334,HNFL,142,10,0.07042253521126761,4,6,142,10,0.07042253521126761,6,4
,,,,,,1004,59,0.05876494023904383,32,27,1004,59,0.05876494023904383,27,32
Quartile,71,209.70833333333334,136.70833333333331,68.54166666666667,HNFL,142,6,0.04225352112676056,5,1,142,6,0.04225352112676056,1,5
,,,,,,1004,66,0.06573705179282868,46,20,1004,66,0.06573705179282868,20,46
