Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Quartile,69,174.33333333333334,118.29166666666666,60.91666666666667,HFNL,142,9,0.06338028169014084,4,5,142,9,0.06338028169014084,5,4
,,,,,,1004,67,0.06673306772908366,33,34,1004,66,0.06573705179282868,33,33
Quartile,69,175.625,117.91666666666666,57.541666666666664,HFNL,142,5,0.035211267605633804,2,3,142,4,0.028169014084507043,2,2
,,,,,,1004,66,0.06573705179282868,30,36,1004,63,0.06274900398406374,33,30
Quartile,69,172.41666666666669,118.875,59,HFNL,142,8,0.056338028169014086,3,5,142,8,0.056338028169014086,5,3
,,,,,,1004,71,0.07071713147410359,38,33,1004,70,0.0697211155378486,33,37
Quartile,69,172.58333333333331,116.20833333333334,59.75,HFNL,142,9,0.06338028169014084,4,5,142,8,0.056338028169014086,5,3
,,,,,,1004,59,0.05876494023904383,30,29,1004,57,0.05677290836653386,28,29
Quartile,69,176.79166666666669,116,59.541666666666664,HFNL,142,12,0.08450704225352113,6,6,142,12,0.08450704225352113,6,6
,,,,,,1004,71,0.07071713147410359,25,46,1004,69,0.06872509960159362,45,24
Quartile,69,177.79166666666669,117.5,60.208333333333336,HFNL,142,14,0.09859154929577464,7,7,142,14,0.09859154929577464,7,7
,,,,,,1004,58,0.05776892430278884,24,34,1004,55,0.054780876494023904,32,23
Quartile,69,173,115.29166666666666,58.29166666666667,HFNL,142,9,0.06338028169014084,5,4,142,9,0.06338028169014084,4,5
,,,,,,1004,65,0.0647410358565737,25,40,1004,65,0.0647410358565737,40,25
Quartile,69,173.70833333333331,118.20833333333334,59.5,HFNL,142,13,0.09154929577464789,7,6,142,13,0.09154929577464789,6,7
,,,,,,1004,71,0.07071713147410359,43,28,1004,67,0.06673306772908366,28,39
Quartile,69,175.41666666666669,117.5,60.41666666666667,HFNL,142,9,0.06338028169014084,4,5,142,9,0.06338028169014084,5,4
,,,,,,1004,61,0.060756972111553786,24,37,1004,61,0.060756972111553786,37,24
Quartile,69,176.20833333333331,116.5,57.58333333333333,HFNL,142,11,0.07746478873239436,6,5,142,11,0.07746478873239436,5,6
,,,,,,1004,71,0.07071713147410359,31,40,1004,69,0.06872509960159362,39,30
Quartile,69,175.20833333333334,116.29166666666666,61.708333333333336,HFNL,142,9,0.06338028169014084,3,6,142,9,0.06338028169014084,6,3
,,,,,,1004,70,0.0697211155378486,30,40,1004,69,0.06872509960159362,39,30
Quartile,69,174.79166666666666,119.29166666666666,58.5,HFNL,142,8,0.056338028169014086,4,4,142,7,0.04929577464788732,3,4
,,,,,,1004,63,0.06274900398406374,37,26,1004,59,0.05876494023904383,24,35
Quartile,69,177.70833333333331,114.54166666666666,61.208333333333336,HFNL,142,10,0.07042253521126761,5,5,142,9,0.06338028169014084,4,5
,,,,,,1004,83,0.08266932270916334,33,50,1004,79,0.07868525896414343,47,32
Quartile,69,171.70833333333334,116.5,58.333333333333336,HFNL,142,7,0.04929577464788732,5,2,142,7,0.04929577464788732,2,5
,,,,,,1004,55,0.054780876494023904,21,34,1004,55,0.054780876494023904,34,21
Quartile,69,173.5,114.375,57.75,HFNL,142,6,0.04225352112676056,3,3,142,6,0.04225352112676056,3,3
,,,,,,1004,67,0.06673306772908366,25,42,1004,65,0.0647410358565737,40,25
Quartile,69,173.08333333333331,115.625,60.79166666666667,HFNL,142,11,0.07746478873239436,5,6,142,11,0.07746478873239436,6,5
,,,,,,1004,65,0.0647410358565737,28,37,1004,65,0.0647410358565737,37,28
Quartile,69,178.29166666666669,118.5,60,HFNL,142,8,0.056338028169014086,5,3,142,8,0.056338028169014086,3,5
,,,,,,1004,80,0.0796812749003984,49,31,1004,78,0.07768924302788845,29,49
Quartile,69,176.41666666666669,115.79166666666666,63.208333333333336,HFNL,142,13,0.09154929577464789,6,7,142,13,0.09154929577464789,7,6
,,,,,,1004,66,0.06573705179282868,23,43,1004,64,0.06374501992031872,41,23
Quartile,69,174.70833333333331,115.08333333333334,57.625,HFNL,142,10,0.07042253521126761,5,5,142,10,0.07042253521126761,5,5
,,,,,,1004,71,0.07071713147410359,27,44,1004,70,0.0697211155378486,43,27
Quartile,69,173.125,116.41666666666667,57.958333333333336,HFNL,142,5,0.035211267605633804,1,4,142,4,0.028169014084507043,3,1
,,,,,,1004,74,0.07370517928286853,31,43,1004,73,0.07270916334661355,42,31
Quartile,69,171.66666666666666,119.29166666666666,60.70833333333333,HFNL,142,9,0.06338028169014084,6,3,142,8,0.056338028169014086,3,5
,,,,,,1004,79,0.07868525896414343,42,37,1004,77,0.07669322709163347,35,42
