Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Quartile,67,212,139.875,68.91666666666667,HNFL,142,25,0.176056338028169,12,13,142,25,0.176056338028169,13,12
,,,,,,1003,132,0.13160518444666003,74,58,1003,132,0.13160518444666003,58,74
Quartile,67,208.70833333333331,139.20833333333334,70.58333333333333,HNFL,142,21,0.14788732394366197,10,11,142,21,0.14788732394366197,11,10
,,,,,,1003,125,0.12462612163509472,82,43,1003,125,0.12462612163509472,43,82
Quartile,67,212.91666666666666,140.5,66.20833333333334,HNFL,142,14,0.09859154929577464,6,8,142,14,0.09859154929577464,8,6
,,,,,,1003,121,0.12063808574277168,70,51,1003,121,0.12063808574277168,51,70
Quartile,67,211.58333333333331,145,70.75,HNFL,142,20,0.14084507042253522,11,9,142,20,0.14084507042253522,9,11
,,,,,,1003,121,0.12063808574277168,49,72,1003,121,0.12063808574277168,72,49
Quartile,67,210.79166666666669,140.29166666666666,70.79166666666667,HNFL,142,23,0.1619718309859155,12,11,142,23,0.1619718309859155,11,12
,,,,,,1003,115,0.11465603190428714,69,46,1003,115,0.11465603190428714,46,69
Quartile,67,211.91666666666669,143.29166666666669,68.54166666666667,HNFL,142,12,0.08450704225352113,5,7,142,12,0.08450704225352113,7,5
,,,,,,1003,106,0.10568295114656032,44,62,1003,106,0.10568295114656032,62,44
Quartile,67,212,139.08333333333331,68.25,HNFL,142,18,0.1267605633802817,9,9,142,18,0.1267605633802817,9,9
,,,,,,1003,120,0.11964107676969092,76,44,1003,120,0.11964107676969092,44,76
Quartile,67,213.29166666666669,145.5,72,HNFL,142,15,0.1056338028169014,7,8,142,15,0.1056338028169014,8,7
,,,,,,1003,128,0.12761714855433698,42,86,1003,128,0.12761714855433698,86,42
Quartile,67,211.375,143,72.75,HNFL,142,28,0.19718309859154928,15,13,142,28,0.19718309859154928,13,15
,,,,,,1003,128,0.12761714855433698,68,60,1003,128,0.12761714855433698,60,68
Quartile,67,209.20833333333334,144.08333333333331,69.54166666666667,HNFL,142,14,0.09859154929577464,7,7,142,14,0.09859154929577464,7,7
,,,,,,1003,118,0.11764705882352941,46,72,1003,118,0.11764705882352941,72,46
Quartile,67,212.70833333333331,144.70833333333331,67.75,HNFL,142,20,0.14084507042253522,10,10,142,20,0.14084507042253522,10,10
,,,,,,1003,120,0.11964107676969092,45,75,1003,120,0.11964107676969092,75,45
Quartile,67,215.58333333333334,145.375,67.95833333333334,HNFL,142,22,0.15492957746478872,9,13,142,22,0.15492957746478872,13,9
,,,,,,1003,146,0.14556331006979062,50,96,1003,146,0.14556331006979062,96,50
Quartile,67,214.70833333333331,139.5,69.79166666666667,HNFL,142,21,0.14788732394366197,11,10,142,21,0.14788732394366197,10,11
,,,,,,1003,118,0.11764705882352941,81,37,1003,118,0.11764705882352941,37,81
Quartile,67,214.58333333333334,139.20833333333331,68.33333333333333,HNFL,142,12,0.08450704225352113,6,6,142,12,0.08450704225352113,6,6
,,,,,,1003,132,0.13160518444666003,82,50,1003,132,0.13160518444666003,50,82
