Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
Median,72,135.5,84.25,32.25,HFNL,142,3,0.02112676056338028,1,2,142,1,0.007042253521126761,0,1
,,,,,,998,10,0.01002004008016032,3,7,998,2,0.002004008016032064,1,1
Median,72,138,85,32.25,HFNL,142,4,0.028169014084507043,1,3,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,8,7,998,9,0.009018036072144289,4,5
Median,72,137,86.5,34.75,HFNL,142,2,0.014084507042253521,1,1,142,1,0.007042253521126761,0,1
,,,,,,998,12,0.012024048096192385,4,8,998,4,0.004008016032064128,1,3
Median,72,135.25,85.5,32.75,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,10,8,998,4,0.004008016032064128,0,4
Median,72,133.5,83.75,33,HFNL,142,2,0.014084507042253521,0,2,142,1,0.007042253521126761,1,0
,,,,,,998,6,0.006012024048096192,4,2,998,2,0.002004008016032064,0,2
Median,72,136.75,86.25,32.5,HFNL,142,8,0.056338028169014086,3,5,142,2,0.014084507042253521,0,2
,,,,,,998,14,0.014028056112224449,7,7,998,6,0.006012024048096192,0,6
Median,72,133.75,82.25,32.75,HFNL,142,2,0.014084507042253521,0,2,142,1,0.007042253521126761,1,0
,,,,,,998,13,0.013026052104208416,6,7,998,2,0.002004008016032064,1,1
Median,72,136.5,83.5,32,HFNL,142,2,0.014084507042253521,1,1,142,1,0.007042253521126761,1,0
,,,,,,998,8,0.008016032064128256,4,4,998,2,0.002004008016032064,0,2
Median,72,134.75,83.5,32.5,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,8,0.008016032064128256,4,4,998,3,0.003006012024048096,1,2
Median,72,135.5,83.75,30.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,8,6,998,4,0.004008016032064128,0,4
Median,72,133,84.25,32,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,5,0.00501002004008016,3,2,998,0,0,0,0
Median,72,132.5,81,31.75,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
