Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),bit amount, error_count(far),BER_(far),0->1_(far),1->0_(far)
,,,,,,998,21,0.021042084168336674,18,3,998,11,0.011022044088176353,0,11
MinMax,61,191,116,45.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,2,16,998,2,0.002004008016032064,2,0
MinMax,61,186.5,121.5,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,8,7,998,5,0.00501002004008016,1,4
MinMax,61,187,114,47,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,6,9,998,2,0.002004008016032064,2,0
MinMax,61,181.5,113.5,46.5,HFNL,142,4,0.028169014084507043,2,2,142,2,0.014084507042253521,1,1
,,,,,,998,16,0.01603206412825651,15,1,998,0,0,0,0
MinMax,61,189.5,116.5,42,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,19,0.01903807615230461,2,17,998,1,0.001002004008016032,1,0
MinMax,61,193,118,50.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,0,16,998,1,0.001002004008016032,1,0
MinMax,61,177.5,121,48,HFNL,142,5,0.035211267605633804,4,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,16,0,998,0,0,0,0
MinMax,61,179.5,119,43,HFNL,142,4,0.028169014084507043,1,3,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,13,1,998,1,0.001002004008016032,0,1
MinMax,61,187.5,115,43.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,4,10,998,3,0.003006012024048096,3,0
MinMax,61,181.5,120,43.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,6,1,998,2,0.002004008016032064,0,2
MinMax,61,187,118.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,7,5,998,2,0.002004008016032064,0,2
MinMax,61,182.5,119.5,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,2,0.002004008016032064,0,2
MinMax,61,195,119.5,43.5,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,0,16,998,1,0.001002004008016032,1,0
MinMax,61,191.5,112.5,49,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,0,8,998,3,0.003006012024048096,3,0
MinMax,61,176,117.5,44,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,27,0.027054108216432865,27,0,998,1,0.001002004008016032,0,1
MinMax,61,183,114,43.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,10,3,998,3,0.003006012024048096,1,2
MinMax,61,183.5,116,48.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,2,5,998,1,0.001002004008016032,1,0
MinMax,61,184.5,117.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,7,6,998,3,0.003006012024048096,1,2
MinMax,61,181.5,118,42.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,8,5,998,1,0.001002004008016032,0,1
MinMax,61,174.5,112.5,46.5,HFNL,142,4,0.028169014084507043,3,1,142,0,0,0,0
,,,,,,998,26,0.026052104208416832,22,4,998,2,0.002004008016032064,2,0
MinMax,61,186.5,114,49.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,6,9,998,4,0.004008016032064128,2,2
MinMax,61,182,118.5,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,8,3,998,2,0.002004008016032064,0,2
MinMax,61,177,116,44.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,25,0.025050100200400802,25,0,998,1,0.001002004008016032,0,1
MinMax,61,182.5,114.5,46,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,8,2,998,0,0,0,0
MinMax,61,183,113,44,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,4,8,998,4,0.004008016032064128,4,0
MinMax,61,184,116,46.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,17,0.017034068136272545,10,7,998,4,0.004008016032064128,3,1
MinMax,61,186,113.5,47,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,3,3,998,1,0.001002004008016032,1,0
MinMax,61,181.5,116,46.5,HFNL,142,4,0.028169014084507043,2,2,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,5,1,998,0,0,0,0
MinMax,61,181.5,119,47,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,5,0.00501002004008016,3,2,998,1,0.001002004008016032,0,1
MinMax,61,188,119.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,3,7,998,4,0.004008016032064128,1,3
MinMax,61,190,114.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,2,7,998,2,0.002004008016032064,2,0
MinMax,61,182,118.5,49,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,15,1,998,2,0.002004008016032064,1,1
MinMax,61,186,108,46.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,1,13,998,7,0.0070140280561122245,7,0
MinMax,61,181,115,49.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,9,1,998,1,0.001002004008016032,0,1
MinMax,61,183,117,50.5,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,9,3,998,1,0.001002004008016032,0,1
MinMax,61,187,115.5,45,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,2,9,998,1,0.001002004008016032,0,1
MinMax,61,180.5,113.5,43.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,10,3,998,1,0.001002004008016032,0,1
MinMax,61,187.5,110.5,46,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,1,6,998,2,0.002004008016032064,2,0
MinMax,61,187.5,117.5,46,HFNL,142,4,0.028169014084507043,2,2,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,3,8,998,0,0,0,0
MinMax,61,190,115.5,45,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,4,11,998,1,0.001002004008016032,0,1
MinMax,61,182,120,44,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,12,4,998,1,0.001002004008016032,1,0
MinMax,61,186.5,114.5,52.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,5,9,998,2,0.002004008016032064,2,0
MinMax,61,186.5,119.5,40.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,5,6,998,3,0.003006012024048096,1,2
MinMax,61,179.5,110,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,10,4,998,3,0.003006012024048096,3,0
MinMax,61,187.5,121.5,49,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,2,8,998,2,0.002004008016032064,0,2
MinMax,61,181,121.5,43,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,17,0.017034068136272545,14,3,998,2,0.002004008016032064,0,2
MinMax,61,187.5,114,47,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,2,5,998,0,0,0,0
MinMax,61,181,115.5,47,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,2,0.002004008016032064,1,1
MinMax,61,181.5,119,44.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,10,2,998,1,0.001002004008016032,0,1
MinMax,61,184,118,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,3,3,998,1,0.001002004008016032,1,0
MinMax,61,188,116,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,1,5,998,0,0,0,0
MinMax,61,182.5,119,50.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,11,2,998,3,0.003006012024048096,0,3
MinMax,61,185,109,48,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,4,5,998,4,0.004008016032064128,3,1
MinMax,61,177.5,114.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,16,2,998,2,0.002004008016032064,1,1
MinMax,61,187,117,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,3,10,998,2,0.002004008016032064,2,0
MinMax,61,184,106.5,47,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,3,7,998,5,0.00501002004008016,5,0
MinMax,61,177.5,112.5,47.5,HFNL,142,4,0.028169014084507043,2,2,142,2,0.014084507042253521,1,1
,,,,,,998,21,0.021042084168336674,15,6,998,3,0.003006012024048096,3,0
MinMax,61,183,123.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,19,0.01903807615230461,14,5,998,3,0.003006012024048096,0,3
MinMax,61,188,113.5,50,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,1,10,998,1,0.001002004008016032,1,0
MinMax,61,180.5,119.5,47,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,14,0,998,1,0.001002004008016032,0,1
MinMax,61,177.5,109,44,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,23,0.023046092184368736,19,4,998,3,0.003006012024048096,3,0
MinMax,61,199.5,115.5,46,HFNL,142,4,0.028169014084507043,1,3,142,0,0,0,0
,,,,,,998,34,0.03406813627254509,0,34,998,4,0.004008016032064128,4,0
MinMax,61,188,119,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,4,12,998,1,0.001002004008016032,0,1
MinMax,61,186,116,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,6,5,998,1,0.001002004008016032,0,1
MinMax,61,180.5,113,45.5,HFNL,142,4,0.028169014084507043,2,2,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,7,4,998,1,0.001002004008016032,1,0
MinMax,61,187,116,46.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,4,4,998,1,0.001002004008016032,0,1
MinMax,61,177.5,120,46.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,22,0.022044088176352707,19,3,998,1,0.001002004008016032,0,1
MinMax,61,191.5,110,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,20,0.02004008016032064,1,19,998,5,0.00501002004008016,5,0
MinMax,61,182,118,45.5,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,3,0.003006012024048096,2,1
MinMax,61,181.5,109.5,49,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,5,8,998,4,0.004008016032064128,4,0
MinMax,61,186,108,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,4,8,998,5,0.00501002004008016,5,0
MinMax,61,188.5,123.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,3,11,998,2,0.002004008016032064,0,2
MinMax,61,176.5,116.5,47,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,17,1,998,1,0.001002004008016032,0,1
MinMax,61,177.5,115.5,49.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,11,2,998,1,0.001002004008016032,1,0
MinMax,61,191,117,43,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,2,5,998,2,0.002004008016032064,1,1
MinMax,61,189,117,51,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,7,8,998,2,0.002004008016032064,1,1
MinMax,61,190,125.5,47,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,7,6,998,6,0.006012024048096192,0,6
MinMax,61,180.5,116.5,47,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,5,6,998,3,0.003006012024048096,2,1
MinMax,61,193.5,115.5,50.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,0,15,998,2,0.002004008016032064,2,0
MinMax,61,181.5,117,50,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,6,4,998,0,0,0,0
MinMax,61,185.5,114,45,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,4,6,998,2,0.002004008016032064,1,1
MinMax,61,187.5,116,45,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,5,6,998,3,0.003006012024048096,1,2
MinMax,61,192,115.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,4,14,998,3,0.003006012024048096,2,1
MinMax,61,180,106.5,45.5,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,23,0.023046092184368736,12,11,998,7,0.0070140280561122245,7,0
MinMax,61,194.5,114,49,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,22,0.022044088176352707,1,21,998,3,0.003006012024048096,2,1
MinMax,61,195,120.5,46.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,3,8,998,3,0.003006012024048096,0,3
MinMax,61,184,120,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,6,6,998,2,0.002004008016032064,0,2
MinMax,61,182,116,47,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,3,4,998,1,0.001002004008016032,1,0
MinMax,61,186.5,112,49,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,4,10,998,2,0.002004008016032064,1,1
MinMax,61,181.5,119,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,8,2,998,1,0.001002004008016032,0,1
MinMax,61,184.5,122.5,47,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,2,0.002004008016032064,0,2
MinMax,61,188,113,48.5,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,0,7,998,2,0.002004008016032064,2,0
MinMax,61,196.5,114,45.5,HFNL,142,4,0.028169014084507043,1,3,142,0,0,0,0
,,,,,,998,35,0.03507014028056112,0,35,998,3,0.003006012024048096,3,0
MinMax,61,177,123.5,46,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,20,0.02004008016032064,19,1,998,5,0.00501002004008016,0,5
MinMax,61,179.5,115.5,44.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,10,3,998,2,0.002004008016032064,2,0
MinMax,61,181,120,47.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,21,0.021042084168336674,14,7,998,0,0,0,0
MinMax,61,183.5,116.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,5,5,998,3,0.003006012024048096,2,1
MinMax,61,177,118.5,48.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,15,1,998,1,0.001002004008016032,0,1
MinMax,61,183.5,124.5,42.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,11,4,998,6,0.006012024048096192,0,6
MinMax,61,181,120,47.5,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,5,4,998,1,0.001002004008016032,0,1
MinMax,61,185.5,116.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,6,3,998,1,0.001002004008016032,0,1
MinMax,61,184.5,132,47,HFNL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,21,0.021042084168336674,18,3,998,14,0.014028056112224449,0,14
MinMax,61,184,122.5,46.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,11,0,998,5,0.00501002004008016,0,5
MinMax,61,180.5,109,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,7,7,998,6,0.006012024048096192,6,0
MinMax,61,189,113,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,20,0.02004008016032064,3,17,998,2,0.002004008016032064,2,0
MinMax,61,182.5,120,45,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,0,0,0,0
MinMax,61,178.5,114,49,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,10,2,998,1,0.001002004008016032,1,0
MinMax,61,174.5,123,44.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,25,0.025050100200400802,25,0,998,1,0.001002004008016032,0,1
MinMax,61,195,119,47.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,26,0.026052104208416832,6,20,998,4,0.004008016032064128,0,4
MinMax,61,192,115.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,1,15,998,0,0,0,0
MinMax,61,187,117,47.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,8,7,998,2,0.002004008016032064,1,1
MinMax,61,183,115,44,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,4,8,998,3,0.003006012024048096,3,0
MinMax,61,193.5,118.5,48.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,0,13,998,0,0,0,0
MinMax,61,183,111.5,50.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,17,0.017034068136272545,10,7,998,2,0.002004008016032064,2,0
MinMax,61,183.5,119,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,6,2,998,3,0.003006012024048096,0,3
MinMax,61,183,120,44,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,9,3,998,2,0.002004008016032064,0,2
MinMax,61,187,118,45,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,5,7,998,0,0,0,0
MinMax,61,185.5,115,44,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,2,4,998,0,0,0,0
MinMax,61,187,115,44.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,5,3,998,1,0.001002004008016032,1,0
MinMax,61,186,119,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,6,2,998,1,0.001002004008016032,0,1
MinMax,61,189,119.5,44.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,4,8,998,2,0.002004008016032064,1,1
MinMax,61,186,116.5,52,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,6,4,998,0,0,0,0
MinMax,61,187,118.5,48.5,HFNL,142,3,0.02112676056338028,1,2,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,3,5,998,0,0,0,0
MinMax,61,184.5,113.5,50,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,3,3,998,2,0.002004008016032064,2,0
MinMax,61,182,117,44,HFNL,142,1,0.007042253521126761,1,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,8,4,998,2,0.002004008016032064,2,0
MinMax,61,181.5,118.5,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,8,2,998,3,0.003006012024048096,1,2
MinMax,61,178.5,118.5,44,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,10,1,998,2,0.002004008016032064,0,2
MinMax,61,183,118,49.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,17,0.017034068136272545,13,4,998,0,0,0,0
MinMax,61,185.5,115,50,HFNL,142,4,0.028169014084507043,2,2,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,4,2,998,0,0,0,0
MinMax,61,182,109.5,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,8,7,998,4,0.004008016032064128,4,0
MinMax,61,192,119,41.5,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,3,9,998,1,0.001002004008016032,0,1
MinMax,61,179.5,122,46.5,HFNL,142,3,0.02112676056338028,2,1,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,15,1,998,4,0.004008016032064128,0,4
MinMax,61,171,114,42.5,HFNL,142,4,0.028169014084507043,3,1,142,0,0,0,0
,,,,,,998,35,0.03507014028056112,33,2,998,2,0.002004008016032064,1,1
MinMax,61,181,117,48.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,12,4,998,1,0.001002004008016032,0,1
MinMax,61,187.5,115,51.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,2,11,998,1,0.001002004008016032,1,0
MinMax,61,182.5,117.5,50,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,7,3,998,1,0.001002004008016032,1,0
MinMax,61,187,121.5,47.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,4,5,998,1,0.001002004008016032,0,1
MinMax,61,185,123.5,47,HFNL,142,2,0.014084507042253521,1,1,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,6,2,998,2,0.002004008016032064,0,2
MinMax,61,186.5,115.5,42.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,1,8,998,2,0.002004008016032064,2,0
MinMax,61,179,120.5,45.5,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,11,0,998,1,0.001002004008016032,0,1
MinMax,61,178.5,116,44,HFNL,142,5,0.035211267605633804,4,1,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,10,0,998,0,0,0,0
