Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
ArithMean,41,380.2083333333333,242.0138888888889,104.70016339869284,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,1,0.001002004008016032,0,1
ArithMean,41,378.05555555555554,239.93055555555554,103.20261437908496,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,1,0.001002004008016032,1,0
ArithMean,41,377.8611111111111,240.1805555555555,103.49754901960782,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,1,1,998,2,0.002004008016032064,1,1
ArithMean,41,378.94444444444446,242.73611111111114,105.2794117647059,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,1,0.001002004008016032,0,1
ArithMean,41,377.8888888888889,238.70833333333334,104.30473856209149,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,1,0.001002004008016032,1,0
ArithMean,41,378.26388888888886,241.09722222222217,105.35457516339869,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.6111111111111,241.43055555555557,105.66993464052287,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.7222222222223,239.76388888888894,102.23774509803923,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,371.9166666666667,236.5555555555556,101.94362745098042,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,376.5972222222222,240.9444444444444,104.7017973856209,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,383.29166666666663,243.22222222222226,104.796568627451,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,2,0,998,2,0.002004008016032064,0,2
ArithMean,41,378.4861111111111,241.52777777777771,103.21486928104574,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.625,240.19444444444446,103.15196078431373,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,374.31944444444446,239.625,103.67401960784312,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,1,0.001002004008016032,0,1
ArithMean,41,373.55555555555543,240.51388888888889,103.96895424836603,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,379.86111111111114,240.04166666666669,102.90604575163398,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.41666666666663,239.73611111111106,103.54166666666666,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,1,0.001002004008016032,1,0
ArithMean,41,377.59722222222223,239.19444444444449,101.53921568627452,HFNL,142,1,0.007042253521126761,0,1,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,374.58333333333337,238.9305555555556,104.14624183006536,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,1,0.001002004008016032,1,0
ArithMean,41,376.80555555555554,240.36111111111114,104.21650326797389,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,379.6944444444444,241.68055555555554,102.96650326797385,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,1,0.001002004008016032,0,1
ArithMean,41,381,242.38888888888886,104.34150326797385,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,0,0,0,0
ArithMean,41,375.8194444444445,239.59722222222226,101.47058823529412,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,376.81944444444446,240.875,103.42810457516342,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,374.1111111111111,239.5972222222222,103.81535947712418,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.69444444444434,239.77777777777771,103.26715686274508,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.73611111111114,240.50000000000003,104.47303921568628,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,379.3472222222222,242.90277777777783,105.49673202614382,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,0,0,0,0
ArithMean,41,377.69444444444446,241.2361111111111,105.95588235294116,HFNL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,378.4027777777777,238.77777777777771,103.29493464052287,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,0,0,0,0
ArithMean,41,377.37500000000006,242.98611111111114,104.2140522875817,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,379.15277777777777,240.97222222222223,104.00081699346407,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,0,2,998,1,0.001002004008016032,1,0
ArithMean,41,378.0277777777778,243.27777777777777,106.54901960784312,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,3,0.003006012024048096,1,2,998,1,0.001002004008016032,0,1
ArithMean,41,373.0416666666667,238.75000000000006,104.17401960784314,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,0,1,998,0,0,0,0
ArithMean,41,378.18055555555554,239.66666666666669,102.84313725490196,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,3,0.003006012024048096,1,2,998,3,0.003006012024048096,2,1
ArithMean,41,373.9305555555556,240.44444444444446,105.04575163398694,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,0,2,998,2,0.002004008016032064,2,0
ArithMean,41,373.43055555555554,240.79166666666669,104.95751633986929,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,3,0.003006012024048096,0,3,998,2,0.002004008016032064,2,0
ArithMean,41,375.7361111111111,240.6388888888889,104.26470588235296,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,0,2,998,1,0.001002004008016032,1,0
ArithMean,41,375.45833333333337,240.56944444444446,104.0547385620915,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,376.41666666666663,240.98611111111114,104.66748366013073,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,1,0.001002004008016032,1,0,998,0,0,0,0
ArithMean,41,377.3194444444445,241.66666666666669,104.95915032679738,HFNL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
ArithMean,41,377.93055555555554,241.7222222222222,104.25490196078431,HFNL,142,1,0.007042253521126761,0,1,142,0,0,0,0
,,,,,,998,2,0.002004008016032064,1,1,998,2,0.002004008016032064,1,1
ArithMean,41,379.23611111111114,239.93055555555554,103.34313725490193,HFNL,142,1,0.007042253521126761,0,1,142,1,0.007042253521126761,1,0
,,,,,,998,1,0.001002004008016032,0,1,998,1,0.001002004008016032,1,0
ArithMean,41,372.8472222222222,239.26388888888886,104.72875816993465,HFNL,142,1,0.007042253521126761,0,1,142,0,0,0,0
,,,,,,998,0,0,0,0,998,0,0,0,0
