Th_cal,frame,B,M,S,Order,Bit_amount,error_count(near),BER_(near),0->1_(near),1->0_(near),error_count(far),BER_(far),0->1_(far),1->0_(far)
MinMax,70,245,168,78.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,12,0.012024048096192385,2,10,998,14,0.014028056112224449,12,2
MinMax,70,243,160,70,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,6,1,998,8,0.008016032064128256,2,6
MinMax,70,239.5,165.5,74.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,4,4,998,17,0.017034068136272545,13,4
MinMax,70,244,163.5,73.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,10,0.01002004008016032,3,7,998,12,0.012024048096192385,8,4
MinMax,70,259.5,165,74,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,8,0.008016032064128256,4,4,998,10,0.01002004008016032,4,6
MinMax,70,255.5,158,77.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,19,0.01903807615230461,19,0,998,21,0.021042084168336674,0,21
MinMax,70,254.5,154,79.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,20,0.02004008016032064,19,1,998,22,0.022044088176352707,1,21
MinMax,70,267,163,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,7,2,998,17,0.017034068136272545,2,15
MinMax,70,256.5,168.5,80,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,1,6,998,12,0.012024048096192385,7,5
MinMax,70,252,162,70.5,HNFL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,998,4,0.004008016032064128,4,0,998,6,0.006012024048096192,2,4
MinMax,70,261,170,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,0,9,998,10,0.01002004008016032,9,1
MinMax,70,252,162.5,78.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,4,2,998,9,0.009018036072144289,3,6
MinMax,70,257,162,73,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,9,0.009018036072144289,9,0,998,10,0.01002004008016032,0,10
MinMax,70,244,162,77.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,17,0.017034068136272545,16,1,998,20,0.02004008016032064,4,16
MinMax,70,259,178.5,71.5,HNFL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,998,32,0.03206412825651302,0,32,998,37,0.03707414829659319,32,5
MinMax,70,266.5,160,73.5,HNFL,142,4,0.028169014084507043,3,1,142,4,0.028169014084507043,1,3
,,,,,,998,10,0.01002004008016032,8,2,998,16,0.01603206412825651,3,13
MinMax,70,264.5,164,79.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,7,3,998,13,0.013026052104208416,3,10
MinMax,70,243,164.5,73,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,5,3,998,12,0.012024048096192385,7,5
MinMax,70,257,163,77,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,12,0.012024048096192385,6,6,998,13,0.013026052104208416,6,7
MinMax,70,257,164,73,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,8,0.008016032064128256,5,3,998,11,0.011022044088176353,5,6
MinMax,70,247.5,165,75.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,3,0.003006012024048096,1,2,998,5,0.00501002004008016,4,1
MinMax,70,249,155,79,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,19,0.01903807615230461,18,1,998,20,0.02004008016032064,2,18
MinMax,70,256,153.5,75,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,19,0.01903807615230461,19,0,998,20,0.02004008016032064,0,20
MinMax,70,252.5,175.5,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,23,0.023046092184368736,2,21,998,26,0.026052104208416832,21,5
MinMax,70,258.5,163.5,71.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,5,1,998,6,0.006012024048096192,1,5
MinMax,70,252,169,74,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,1,9,998,12,0.012024048096192385,11,1
MinMax,70,250.5,170.5,74,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,7,0.0070140280561122245,1,6,998,7,0.0070140280561122245,6,1
MinMax,70,251.5,166.5,72.5,HNFL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,998,9,0.009018036072144289,2,7,998,12,0.012024048096192385,9,3
MinMax,70,249.5,165,75.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,7,3,998,14,0.014028056112224449,6,8
MinMax,70,255.5,161,73.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,5,0.00501002004008016,5,0,998,7,0.0070140280561122245,0,7
MinMax,70,257,157.5,78,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,11,0.011022044088176353,11,0,998,11,0.011022044088176353,0,11
MinMax,70,254,155,76,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,13,0.013026052104208416,13,0,998,14,0.014028056112224449,0,14
MinMax,70,253,163,74.5,HNFL,142,4,0.028169014084507043,1,3,142,4,0.028169014084507043,3,1
,,,,,,998,6,0.006012024048096192,3,3,998,7,0.0070140280561122245,4,3
MinMax,70,266,168.5,74,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,998,10,0.01002004008016032,2,8,998,15,0.01503006012024048,8,7
MinMax,70,255,165,71.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,5,6,998,13,0.013026052104208416,6,7
MinMax,70,242,162,73.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,4,2,998,11,0.011022044088176353,6,5
MinMax,70,250.5,160,74.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,6,2,998,9,0.009018036072144289,3,6
MinMax,70,249.5,165,78,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,8,0.008016032064128256,7,1,998,8,0.008016032064128256,1,7
MinMax,70,246,168,65.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,3,11,998,18,0.018036072144288578,15,3
MinMax,70,255.5,156,78,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,19,0.01903807615230461,18,1,998,23,0.023046092184368736,1,22
MinMax,70,245.5,171,76.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,1,7,998,11,0.011022044088176353,10,1
MinMax,70,261.5,161,70,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,13,1,998,18,0.018036072144288578,1,17
MinMax,70,248.5,170.5,77.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,9,0.009018036072144289,1,8,998,14,0.014028056112224449,12,2
MinMax,70,258,170.5,74.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,10,0.01002004008016032,1,9,998,14,0.014028056112224449,9,5
MinMax,70,263,162,75,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,7,4,998,12,0.012024048096192385,4,8
MinMax,70,255.5,165,75,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,6,0.006012024048096192,5,1,998,10,0.01002004008016032,1,9
MinMax,70,256.5,167.5,72,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,3,8,998,13,0.013026052104208416,8,5
MinMax,70,265,158.5,74,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,12,1,998,19,0.01903807615230461,1,18
MinMax,70,254.5,166.5,72,HNFL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,998,10,0.01002004008016032,4,6,998,10,0.01002004008016032,6,4
MinMax,70,238.5,174,76,HNFL,142,2,0.014084507042253521,1,1,142,4,0.028169014084507043,2,2
,,,,,,998,12,0.012024048096192385,0,12,998,18,0.018036072144288578,18,0
MinMax,70,254,164.5,67,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,3,0.003006012024048096,3,0,998,4,0.004008016032064128,0,4
MinMax,70,253.5,159,76.5,HNFL,142,4,0.028169014084507043,3,1,142,4,0.028169014084507043,1,3
,,,,,,998,7,0.0070140280561122245,7,0,998,10,0.01002004008016032,1,9
MinMax,70,262.5,157,77,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,4,0.004008016032064128,3,1,998,6,0.006012024048096192,2,4
MinMax,70,252.5,160,75,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,6,2,998,9,0.009018036072144289,3,6
MinMax,70,256.5,160,73.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,7,0.0070140280561122245,7,0,998,10,0.01002004008016032,0,10
MinMax,70,250.5,166.5,70.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,7,0.0070140280561122245,0,7,998,7,0.0070140280561122245,7,0
MinMax,70,251.5,155,67.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,17,0.017034068136272545,15,2,998,19,0.01903807615230461,4,15
MinMax,70,259.5,161,70,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,10,0.01002004008016032,8,2,998,13,0.013026052104208416,2,11
MinMax,70,252.5,162.5,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,14,0.014028056112224449,9,5,998,15,0.01503006012024048,6,9
MinMax,70,248.5,161.5,76.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,11,1,998,17,0.017034068136272545,6,11
MinMax,70,249,162,72,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,6,3,998,12,0.012024048096192385,6,6
MinMax,70,255,165.5,76,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,5,0.00501002004008016,2,3,998,7,0.0070140280561122245,4,3
MinMax,70,269,162.5,75,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,6,1,998,13,0.013026052104208416,1,12
MinMax,70,243,168,83,HNFL,142,1,0.007042253521126761,1,0,142,4,0.028169014084507043,2,2
,,,,,,998,7,0.0070140280561122245,1,6,998,10,0.01002004008016032,8,2
MinMax,70,254,160.5,76,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,6,1,998,11,0.011022044088176353,4,7
MinMax,70,251.5,168.5,74.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,3,6,998,10,0.01002004008016032,7,3
MinMax,70,264,174.5,80,HNFL,142,3,0.02112676056338028,1,2,142,3,0.02112676056338028,2,1
,,,,,,998,18,0.018036072144288578,2,16,998,23,0.023046092184368736,16,7
MinMax,70,251.5,164,74,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,12,0.012024048096192385,8,4,998,13,0.013026052104208416,5,8
MinMax,70,255,167.5,75,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,14,0.014028056112224449,2,12,998,17,0.017034068136272545,14,3
MinMax,70,248,163.5,68.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,10,0.01002004008016032,5,5,998,12,0.012024048096192385,7,5
MinMax,70,243.5,162,72,HNFL,142,5,0.035211267605633804,4,1,142,5,0.035211267605633804,1,4
,,,,,,998,13,0.013026052104208416,11,2,998,23,0.023046092184368736,12,11
MinMax,70,249,170.5,78,HNFL,142,0,0,0,0,142,2,0.014084507042253521,1,1
,,,,,,998,13,0.013026052104208416,2,11,998,14,0.014028056112224449,11,3
MinMax,70,251.5,167.5,74,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,11,0.011022044088176353,3,8,998,12,0.012024048096192385,9,3
MinMax,70,264.5,162,75.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,5,0.00501002004008016,1,4,998,10,0.01002004008016032,4,6
MinMax,70,253,157.5,69,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,14,1,998,18,0.018036072144288578,1,17
MinMax,70,253.5,166.5,71.5,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,998,7,0.0070140280561122245,4,3,998,8,0.008016032064128256,3,5
MinMax,70,260,165,70.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,5,0.00501002004008016,3,2,998,5,0.00501002004008016,2,3
MinMax,70,252,156,79,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,16,0.01603206412825651,15,1,998,18,0.018036072144288578,2,16
MinMax,70,253.5,165.5,71.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,3,4,998,8,0.008016032064128256,4,4
MinMax,70,243.5,172,75,HNFL,142,1,0.007042253521126761,1,0,142,1,0.007042253521126761,0,1
,,,,,,998,14,0.014028056112224449,2,12,998,18,0.018036072144288578,16,2
MinMax,70,253,158,72.5,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,998,13,0.013026052104208416,12,1,998,13,0.013026052104208416,1,12
MinMax,70,244,164.5,72.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,13,0.013026052104208416,6,7,998,17,0.017034068136272545,11,6
MinMax,70,258.5,170,75.5,HNFL,142,4,0.028169014084507043,1,3,142,4,0.028169014084507043,3,1
,,,,,,998,9,0.009018036072144289,5,4,998,10,0.01002004008016032,4,6
MinMax,70,260,165.5,77,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,2,5,998,7,0.0070140280561122245,5,2
MinMax,70,254,158,72.5,HNFL,142,0,0,0,0,142,1,0.007042253521126761,1,0
,,,,,,998,15,0.01503006012024048,14,1,998,16,0.01603206412825651,1,15
MinMax,70,253,160.5,72,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,6,1,998,9,0.009018036072144289,2,7
MinMax,70,256,164.5,76,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,6,0.006012024048096192,4,2,998,7,0.0070140280561122245,2,5
MinMax,70,252,159.5,81.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,8,0.008016032064128256,7,1,998,10,0.01002004008016032,3,7
MinMax,70,245,157.5,74.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,7,0.0070140280561122245,7,0,998,14,0.014028056112224449,7,7
MinMax,70,254.5,162.5,72,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,998,9,0.009018036072144289,7,2,998,13,0.013026052104208416,5,8
MinMax,70,253.5,166,70.5,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,10,0.01002004008016032,6,4,998,10,0.01002004008016032,4,6
MinMax,70,259,159.5,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,13,0.013026052104208416,11,2,998,16,0.01603206412825651,2,14
MinMax,70,261,156.5,72,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,18,0.018036072144288578,17,1,998,20,0.02004008016032064,1,19
MinMax,70,253.5,164,74.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,11,0.011022044088176353,7,4,998,11,0.011022044088176353,4,7
MinMax,70,262.5,157,72.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,15,0.01503006012024048,13,2,998,20,0.02004008016032064,2,18
MinMax,70,245.5,164.5,78.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,3,6,998,12,0.012024048096192385,8,4
MinMax,70,262.5,172.5,72.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,18,0.018036072144288578,3,15,998,19,0.01903807615230461,15,4
MinMax,70,256.5,161.5,77,HNFL,142,4,0.028169014084507043,2,2,142,4,0.028169014084507043,2,2
,,,,,,998,13,0.013026052104208416,9,4,998,15,0.01503006012024048,4,11
MinMax,70,247.5,166,76,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,8,0.008016032064128256,2,6,998,11,0.011022044088176353,9,2
MinMax,70,250,168,70,HNFL,142,3,0.02112676056338028,2,1,142,3,0.02112676056338028,1,2
,,,,,,998,5,0.00501002004008016,2,3,998,8,0.008016032064128256,6,2
MinMax,70,258.5,164,76.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,5,0.00501002004008016,1,4,998,8,0.008016032064128256,5,3
MinMax,70,261.5,166.5,78,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,11,0.011022044088176353,3,8,998,15,0.01503006012024048,9,6
MinMax,70,250,165.5,78.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,5,0.00501002004008016,2,3,998,8,0.008016032064128256,6,2
MinMax,70,247.5,175.5,73.5,HNFL,142,4,0.028169014084507043,1,3,142,4,0.028169014084507043,3,1
,,,,,,998,14,0.014028056112224449,2,12,998,16,0.01603206412825651,14,2
MinMax,70,250,162.5,78.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,15,0.01503006012024048,11,4,998,16,0.01603206412825651,4,12
MinMax,70,255,158,74,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,6,0.006012024048096192,5,1,998,6,0.006012024048096192,1,5
MinMax,70,259,160.5,83.5,HNFL,142,0,0,0,0,142,0,0,0,0
,,,,,,998,9,0.009018036072144289,6,3,998,15,0.01503006012024048,3,12
MinMax,70,253,177.5,75.5,HNFL,142,4,0.028169014084507043,1,3,142,4,0.028169014084507043,3,1
,,,,,,998,27,0.027054108216432865,0,27,998,28,0.028056112224448898,27,1
MinMax,70,259.5,174,73.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,13,0.013026052104208416,0,13,998,14,0.014028056112224449,13,1
MinMax,70,259,166,76.5,HNFL,142,2,0.014084507042253521,1,1,142,2,0.014084507042253521,1,1
,,,,,,998,6,0.006012024048096192,1,5,998,10,0.01002004008016032,5,5
